model,year,transmission,mileage,fuelType,tax,mpg,engineSize,brand,categoria_precio
X3,2018,Semi-Auto,9406,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2018,Semi-Auto,12726,Diesel,150,54.3,2.0,BMW,gama_alta
X3,2018,Automatic,13034,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2018,Automatic,30847,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2018,Semi-Auto,71587,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,10,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,10,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,11,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,11,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,14,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,15,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,35,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,38,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,105,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,105,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,105,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,105,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,123,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,123,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,123,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,123,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,169,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,642,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,1000,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,1266,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,1299,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,1500,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,1704,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,1799,Diesel,150,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,1858,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,1926,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,1961,Diesel,150,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,1962,Diesel,150,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,2311,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,2367,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,2451,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,2489,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,2500,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,2538,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,2549,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,2593,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,2715,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,2839,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,2864,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,3280,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,3290,Diesel,150,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,3440,Diesel,150,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,3500,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,3708,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,3755,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,3800,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,3934,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,4020,Diesel,150,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,4125,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,4186,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,4386,Diesel,150,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,4421,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,4464,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,4466,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,4550,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,4599,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,4609,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,4646,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,4647,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,4726,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,4809,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,4829,Diesel,150,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,4999,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,5000,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,5000,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,5014,Diesel,150,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,5015,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,5104,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,5253,Diesel,150,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,5325,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,5427,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,5434,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,5492,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,5495,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,5664,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,5687,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,5852,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,5865,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,5922,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,5974,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,6070,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,6123,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,6172,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,6224,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,6231,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,6314,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,6332,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,6500,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,6527,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,6527,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,6579,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,6624,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,6698,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,6779,Diesel,150,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,6792,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,6847,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,7000,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,7105,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,7115,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,7200,Diesel,150,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,7281,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,7465,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,7721,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,7765,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,7861,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,8088,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,8186,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,8345,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,8468,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,8620,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,8667,Diesel,150,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,8813,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,8891,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,8998,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,9000,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,9000,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,9002,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,9053,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,9067,Diesel,150,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,9305,Diesel,150,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,10032,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,10155,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Automatic,12774,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2019,Semi-Auto,13570,Diesel,150,54.3,2.0,BMW,gama_alta
X3,2020,Semi-Auto,102,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2020,Semi-Auto,105,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2020,Semi-Auto,500,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2020,Semi-Auto,1501,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2020,Semi-Auto,2000,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2020,Semi-Auto,2479,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2020,Semi-Auto,2500,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2020,Automatic,2789,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2020,Semi-Auto,3116,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2020,Semi-Auto,4373,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2020,Automatic,4500,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2020,Semi-Auto,4500,Diesel,150,54.3,2.0,BMW,gama_alta
X3,2020,Automatic,5000,Diesel,145,54.3,2.0,BMW,gama_alta
X3,2020,Semi-Auto,6565,Diesel,150,54.3,2.0,BMW,gama_alta
X3,2020,Semi-Auto,6992,Diesel,150,54.3,2.0,BMW,gama_alta
Tucson,2015,Manual,28287,Diesel,145,54.3,2.0,Hyundai,gama_media
Tucson,2015,Manual,47085,Diesel,145,54.3,2.0,Hyundai,gama_baja
Tucson,2016,Manual,9952,Diesel,145,54.3,2.0,Hyundai,gama_media
Tucson,2016,Manual,13254,Diesel,145,54.3,2.0,Hyundai,gama_baja
Tucson,2016,Manual,14956,Diesel,145,54.3,2.0,Hyundai,gama_media
Tucson,2016,Manual,22686,Diesel,145,54.3,2.0,Hyundai,gama_media
Tucson,2016,Manual,27951,Diesel,145,54.3,2.0,Hyundai,gama_baja
Tucson,2016,Manual,35030,Diesel,145,54.3,2.0,Hyundai,gama_media
Tucson,2016,Manual,36238,Diesel,150,54.3,2.0,Hyundai,gama_media
Tucson,2016,Manual,37167,Diesel,150,54.3,2.0,Hyundai,gama_baja
Tucson,2016,Manual,39002,Diesel,145,54.3,2.0,Hyundai,gama_baja
Tucson,2016,Manual,42231,Diesel,145,54.3,2.0,Hyundai,gama_baja
Tucson,2016,Manual,46759,Diesel,150,54.3,2.0,Hyundai,gama_baja
Tucson,2016,Manual,50132,Diesel,145,54.3,2.0,Hyundai,gama_baja
Tucson,2016,Manual,52417,Diesel,150,54.3,2.0,Hyundai,gama_baja
Tucson,2016,Manual,56137,Diesel,145,54.3,2.0,Hyundai,gama_baja
Tucson,2016,Manual,65000,Diesel,145,54.3,2.0,Hyundai,gama_baja
Tucson,2016,Manual,68773,Diesel,145,54.3,2.0,Hyundai,gama_baja
Tucson,2016,Manual,69332,Diesel,145,54.3,2.0,Hyundai,gama_baja
Tucson,2017,Manual,14691,Diesel,145,54.3,2.0,Hyundai,gama_media
Tucson,2017,Manual,15899,Diesel,145,54.3,2.0,Hyundai,gama_media
Tucson,2017,Manual,19349,Diesel,145,54.3,2.0,Hyundai,gama_media
Tucson,2017,Manual,20820,Diesel,145,54.3,2.0,Hyundai,gama_baja
Tucson,2017,Manual,20829,Diesel,125,54.3,2.0,Hyundai,gama_media
Tucson,2017,Manual,25123,Diesel,145,54.3,2.0,Hyundai,gama_media
Tucson,2017,Manual,26111,Diesel,145,54.3,2.0,Hyundai,gama_media
Tucson,2017,Manual,26500,Diesel,145,54.3,2.0,Hyundai,gama_media
Tucson,2017,Manual,33585,Diesel,145,54.3,2.0,Hyundai,gama_baja
Tucson,2017,Manual,35791,Diesel,145,54.3,2.0,Hyundai,gama_baja
Tucson,2017,Manual,36432,Diesel,150,54.3,2.0,Hyundai,gama_media
Tucson,2017,Manual,37587,Diesel,145,54.3,2.0,Hyundai,gama_baja
Tucson,2017,Manual,38192,Diesel,145,54.3,2.0,Hyundai,gama_baja
Tucson,2017,Manual,44473,Diesel,145,54.3,2.0,Hyundai,gama_media
Tucson,2017,Manual,47196,Diesel,145,54.3,2.0,Hyundai,gama_media
A5,2015,Automatic,50000,Diesel,145,54.3,2.0,Audi,gama_media
A5,2015,Manual,79651,Diesel,145,54.3,2.0,Audi,gama_baja
A5,2016,Semi-Auto,17117,Diesel,150,54.3,2.0,Audi,gama_media
A5,2016,Manual,17230,Diesel,145,54.3,2.0,Audi,gama_media
A5,2016,Manual,26765,Diesel,150,54.3,2.0,Audi,gama_media
A5,2016,Manual,28418,Diesel,145,54.3,2.0,Audi,gama_media
A5,2016,Manual,30748,Diesel,145,54.3,2.0,Audi,gama_media
A5,2016,Manual,54000,Diesel,145,54.3,2.0,Audi,gama_media
Q5,2018,Semi-Auto,16897,Diesel,145,54.3,2.0,Audi,gama_alta
X1,2010,Manual,64000,Diesel,145,54.3,2.0,BMW,gama_baja
X1,2011,Manual,92000,Diesel,145,54.3,2.0,BMW,gama_baja
Q3,2012,Manual,113500,Diesel,145,54.3,2.0,Audi,gama_baja
Q3,2013,Manual,36954,Diesel,145,54.3,2.0,Audi,gama_baja
Q3,2013,Manual,42300,Diesel,150,54.3,2.0,Audi,gama_baja
Q3,2013,Manual,42800,Diesel,145,54.3,2.0,Audi,gama_baja
Q3,2013,Manual,52210,Diesel,150,54.3,2.0,Audi,gama_baja
Q3,2013,Manual,60000,Diesel,150,54.3,2.0,Audi,gama_baja
Q3,2013,Manual,61278,Diesel,145,54.3,2.0,Audi,gama_baja
Q3,2013,Manual,65542,Diesel,145,54.3,2.0,Audi,gama_baja
Q3,2013,Manual,67727,Diesel,145,54.3,2.0,Audi,gama_baja
Q3,2013,Manual,69884,Diesel,145,54.3,2.0,Audi,gama_baja
Q3,2013,Manual,70000,Diesel,145,54.3,2.0,Audi,gama_baja
Q3,2013,Manual,73000,Diesel,145,54.3,2.0,Audi,gama_baja
Q3,2013,Manual,73441,Diesel,150,54.3,2.0,Audi,gama_baja
Q3,2013,Manual,77120,Diesel,150,54.3,2.0,Audi,gama_baja
Q3,2013,Manual,108220,Diesel,150,54.3,2.0,Audi,gama_baja
Q3,2014,Manual,28000,Diesel,135,54.3,2.0,Audi,gama_baja
Q3,2014,Manual,38240,Diesel,145,54.3,2.0,Audi,gama_baja
Q3,2014,Manual,42944,Diesel,145,54.3,2.0,Audi,gama_baja
Q3,2014,Manual,46621,Diesel,145,54.3,2.0,Audi,gama_baja
Q3,2014,Manual,52006,Diesel,145,54.3,2.0,Audi,gama_baja
Q3,2014,Manual,58000,Diesel,145,54.3,2.0,Audi,gama_baja
Q3,2014,Manual,69944,Diesel,145,54.3,2.0,Audi,gama_baja
Q3,2014,Manual,72890,Diesel,145,54.3,2.0,Audi,gama_baja
Q3,2014,Manual,73362,Diesel,150,54.3,2.0,Audi,gama_baja
Q3,2014,Manual,83412,Diesel,150,54.3,2.0,Audi,gama_baja
Q3,2015,Semi-Auto,24621,Diesel,145,54.3,2.0,Audi,gama_media
Q3,2015,Manual,35446,Diesel,145,54.3,2.0,Audi,gama_baja
Q3,2015,Manual,35446,Diesel,145,54.3,2.0,Audi,gama_baja
Q3,2015,Semi-Auto,40675,Diesel,145,54.3,2.0,Audi,gama_media
Q3,2015,Automatic,48898,Diesel,150,54.3,2.0,Audi,gama_media
Q3,2015,Semi-Auto,49652,Diesel,150,54.3,2.0,Audi,gama_baja
Q3,2015,Semi-Auto,57800,Diesel,145,54.3,2.0,Audi,gama_baja
Q3,2016,Semi-Auto,17989,Diesel,145,54.3,2.0,Audi,gama_media
Q3,2016,Semi-Auto,21500,Diesel,145,54.3,2.0,Audi,gama_media
Q3,2016,Semi-Auto,37000,Diesel,145,54.3,2.0,Audi,gama_media
Q3,2016,Automatic,52521,Diesel,145,54.3,2.0,Audi,gama_media
Q3,2017,Manual,13343,Diesel,145,54.3,2.0,Audi,gama_alta
Q3,2017,Manual,14068,Diesel,145,54.3,2.0,Audi,gama_alta
Q3,2017,Manual,20054,Diesel,145,54.3,2.0,Audi,gama_media
Q3,2017,Manual,20250,Diesel,145,54.3,2.0,Audi,gama_media
Q3,2017,Manual,25201,Diesel,145,54.3,2.0,Audi,gama_media
Q3,2017,Manual,25576,Diesel,145,54.3,2.0,Audi,gama_media
4 Series,2016,Automatic,41838,Diesel,145,54.3,2.0,BMW,gama_media
2 Series,2018,Manual,19566,Diesel,145,54.3,2.0,BMW,gama_media
2 Series,2019,Manual,7293,Diesel,145,54.3,2.0,BMW,gama_media
X4,2014,Semi-Auto,41773,Diesel,145,54.3,2.0,BMW,gama_media
X4,2015,Automatic,50323,Diesel,145,54.3,2.0,BMW,gama_media
X4,2015,Automatic,51532,Diesel,145,54.3,2.0,BMW,gama_media
X4,2015,Semi-Auto,52020,Diesel,145,54.3,2.0,BMW,gama_media
X4,2015,Automatic,59016,Diesel,145,54.3,2.0,BMW,gama_media
X4,2015,Semi-Auto,60059,Diesel,150,54.3,2.0,BMW,gama_media
X4,2015,Automatic,66000,Diesel,145,54.3,2.0,BMW,gama_media
X4,2015,Automatic,95408,Diesel,145,54.3,2.0,BMW,gama_media
X4,2016,Semi-Auto,13005,Diesel,145,54.3,2.0,BMW,gama_alta
X4,2016,Automatic,20737,Diesel,145,54.3,2.0,BMW,gama_media
X4,2016,Automatic,24881,Diesel,145,54.3,2.0,BMW,gama_media
X4,2016,Automatic,31084,Diesel,145,54.3,2.0,BMW,gama_media
X4,2016,Automatic,38900,Diesel,145,54.3,2.0,BMW,gama_media
X4,2016,Automatic,43751,Diesel,145,54.3,2.0,BMW,gama_media
X4,2016,Automatic,44352,Diesel,150,54.3,2.0,BMW,gama_media
X4,2016,Automatic,52131,Diesel,150,54.3,2.0,BMW,gama_media
X4,2016,Automatic,52135,Diesel,145,54.3,2.0,BMW,gama_media
X4,2016,Automatic,59000,Diesel,145,54.3,2.0,BMW,gama_media
X4,2016,Semi-Auto,64000,Diesel,145,54.3,2.0,BMW,gama_media
X4,2016,Automatic,74001,Diesel,145,54.3,2.0,BMW,gama_media
X4,2016,Semi-Auto,75680,Diesel,145,54.3,2.0,BMW,gama_media
X4,2017,Semi-Auto,18441,Diesel,145,54.3,2.0,BMW,gama_alta
X4,2017,Semi-Auto,22768,Diesel,145,54.3,2.0,BMW,gama_alta
X4,2017,Automatic,23604,Diesel,150,54.3,2.0,BMW,gama_alta
X4,2017,Automatic,34960,Diesel,150,54.3,2.0,BMW,gama_alta
X4,2017,Semi-Auto,35000,Diesel,150,54.3,2.0,BMW,gama_alta
X4,2017,Automatic,35016,Diesel,150,54.3,2.0,BMW,gama_media
X4,2017,Automatic,40666,Diesel,145,54.3,2.0,BMW,gama_media
X4,2017,Automatic,41543,Diesel,150,54.3,2.0,BMW,gama_media
X4,2017,Semi-Auto,46363,Diesel,145,54.3,2.0,BMW,gama_media
X4,2017,Automatic,58056,Diesel,145,54.3,2.0,BMW,gama_media
X4,2017,Automatic,68689,Diesel,145,54.3,2.0,BMW,gama_media
X4,2018,Automatic,17878,Diesel,145,54.3,2.0,BMW,gama_alta
X4,2018,Semi-Auto,21694,Diesel,150,54.3,2.0,BMW,gama_alta
5 Series,2010,Manual,75000,Diesel,145,55.4,2.0,BMW,gama_baja
5 Series,2013,Automatic,38000,Diesel,150,55.4,2.0,BMW,gama_baja
5 Series,2013,Semi-Auto,55642,Diesel,145,55.4,2.0,BMW,gama_baja
5 Series,2013,Automatic,62009,Diesel,145,55.4,2.0,BMW,gama_baja
5 Series,2013,Automatic,70000,Diesel,145,55.4,2.0,BMW,gama_baja
5 Series,2013,Manual,70000,Diesel,145,55.4,2.0,BMW,gama_baja
5 Series,2013,Automatic,76290,Diesel,145,55.4,2.0,BMW,gama_baja
5 Series,2013,Automatic,76541,Diesel,150,55.4,2.0,BMW,gama_baja
5 Series,2013,Semi-Auto,84842,Diesel,145,55.4,2.0,BMW,gama_baja
5 Series,2013,Automatic,88000,Diesel,145,55.4,2.0,BMW,gama_baja
5 Series,2014,Semi-Auto,31039,Diesel,145,55.4,2.0,BMW,gama_baja
5 Series,2014,Semi-Auto,42749,Diesel,150,55.4,2.0,BMW,gama_baja
5 Series,2014,Automatic,59239,Diesel,150,55.4,2.0,BMW,gama_baja
5 Series,2014,Automatic,60389,Diesel,145,55.4,2.0,BMW,gama_baja
5 Series,2014,Automatic,62125,Diesel,150,55.4,2.0,BMW,gama_baja
5 Series,2014,Automatic,67000,Diesel,145,55.4,2.0,BMW,gama_baja
5 Series,2017,Automatic,14295,Diesel,145,55.4,2.0,BMW,gama_alta
5 Series,2019,Semi-Auto,101,Diesel,145,55.4,2.0,BMW,gama_alta
5 Series,2019,Automatic,948,Diesel,145,55.4,2.0,BMW,gama_alta
5 Series,2019,Semi-Auto,1355,Diesel,145,55.4,2.0,BMW,gama_alta
5 Series,2019,Semi-Auto,3795,Diesel,145,55.4,2.0,BMW,gama_alta
5 Series,2019,Semi-Auto,3905,Diesel,145,55.4,2.0,BMW,gama_alta
5 Series,2019,Semi-Auto,4003,Diesel,145,55.4,2.0,BMW,gama_alta
5 Series,2019,Semi-Auto,4971,Diesel,145,55.4,2.0,BMW,gama_alta
5 Series,2019,Automatic,7000,Diesel,145,55.4,2.0,BMW,gama_alta
5 Series,2019,Semi-Auto,7111,Diesel,145,55.4,2.0,BMW,gama_alta
5 Series,2019,Automatic,14139,Diesel,145,55.4,2.0,BMW,gama_alta
5 Series,2020,Semi-Auto,102,Diesel,145,55.4,2.0,BMW,gama_alta
5 Series,2020,Semi-Auto,2712,Hybrid,145,55.4,2.0,BMW,gama_alta
A3,2009,Manual,135800,Diesel,150,55.4,2.0,Audi,gama_baja
A3,2010,Manual,46000,Diesel,135,55.4,2.0,Audi,gama_baja
A3,2019,Manual,100,Diesel,145,55.4,2.0,Audi,gama_media
A3,2019,Manual,3272,Diesel,145,55.4,2.0,Audi,gama_media
A3,2019,Manual,3358,Diesel,145,55.4,2.0,Audi,gama_media
A3,2019,Manual,5341,Diesel,145,55.4,2.0,Audi,gama_media
A3,2019,Manual,5423,Diesel,145,55.4,2.0,Audi,gama_media
A3,2019,Manual,5472,Diesel,145,55.4,2.0,Audi,gama_alta
A3,2019,Manual,5843,Diesel,145,55.4,2.0,Audi,gama_media
A3,2019,Manual,6081,Diesel,145,55.4,2.0,Audi,gama_alta
A3,2019,Manual,6128,Diesel,145,55.4,2.0,Audi,gama_media
A3,2019,Manual,7315,Diesel,145,55.4,2.0,Audi,gama_media
A3,2019,Manual,9500,Diesel,145,55.4,2.0,Audi,gama_media
A3,2019,Manual,11337,Diesel,150,55.4,2.0,Audi,gama_media
A3,2020,Manual,1500,Diesel,145,55.4,2.0,Audi,gama_alta
A3,2020,Manual,1560,Diesel,145,55.4,2.0,Audi,gama_alta
3 Series,2011,Manual,48000,Diesel,145,55.4,2.0,BMW,gama_baja
3 Series,2012,Manual,59000,Diesel,145,55.4,2.0,BMW,gama_baja
3 Series,2012,Manual,62000,Diesel,145,55.4,2.0,BMW,gama_baja
3 Series,2012,Manual,64000,Diesel,145,55.4,2.0,BMW,gama_baja
3 Series,2013,Semi-Auto,35500,Diesel,145,55.4,2.0,BMW,gama_baja
3 Series,2013,Manual,37333,Diesel,150,55.4,2.0,BMW,gama_baja
3 Series,2013,Manual,51000,Diesel,145,55.4,2.0,BMW,gama_baja
3 Series,2013,Automatic,94000,Diesel,150,55.4,2.0,BMW,gama_baja
3 Series,2014,Manual,27000,Diesel,150,55.4,2.0,BMW,gama_baja
3 Series,2014,Semi-Auto,33287,Diesel,145,55.4,2.0,BMW,gama_baja
3 Series,2014,Manual,47701,Diesel,145,55.4,2.0,BMW,gama_media
3 Series,2014,Semi-Auto,56000,Diesel,150,55.4,2.0,BMW,gama_media
3 Series,2014,Automatic,77000,Diesel,145,55.4,2.0,BMW,gama_baja
3 Series,2014,Automatic,85000,Diesel,145,55.4,2.0,BMW,gama_baja
3 Series,2014,Semi-Auto,89096,Diesel,145,55.4,2.0,BMW,gama_baja
3 Series,2014,Automatic,91000,Diesel,145,55.4,2.0,BMW,gama_baja
3 Series,2014,Manual,130340,Diesel,145,55.4,2.0,BMW,gama_baja
3 Series,2015,Manual,23293,Diesel,145,55.4,2.0,BMW,gama_media
3 Series,2015,Automatic,31238,Diesel,145,55.4,2.0,BMW,gama_media
3 Series,2015,Manual,62000,Diesel,145,55.4,2.0,BMW,gama_baja
3 Series,2015,Automatic,74317,Diesel,150,55.4,2.0,BMW,gama_baja
3 Series,2015,Automatic,75800,Diesel,145,55.4,2.0,BMW,gama_baja
3 Series,2015,Automatic,86731,Diesel,145,55.4,2.0,BMW,gama_baja
3 Series,2019,Semi-Auto,5761,Diesel,150,55.4,2.0,BMW,gama_media
3 Series,2019,Semi-Auto,5776,Diesel,145,55.4,2.0,BMW,gama_alta
3 Series,2019,Semi-Auto,6191,Diesel,145,55.4,2.0,BMW,gama_media
3 Series,2019,Semi-Auto,6329,Diesel,145,55.4,2.0,BMW,gama_media
3 Series,2019,Semi-Auto,6659,Diesel,150,55.4,2.0,BMW,gama_media
3 Series,2019,Semi-Auto,7944,Diesel,145,55.4,2.0,BMW,gama_media
3 Series,2019,Semi-Auto,10142,Diesel,145,55.4,2.0,BMW,gama_media
3 Series,2019,Semi-Auto,10178,Diesel,145,55.4,2.0,BMW,gama_media
